"stand.id" "region" "number.trees"
"2544" 5646 "w" 58
"2545" 8865 "v" 53
"2546" 7123 "t" 47
"2547" 4736 "h" 40
"2548" 1224 "e" 51
"2549" 3033 "d" 47
"2550" 7301 "q" 55
"2551" 1095 "i" 59
"2552" 6630 "o" 44
"2553" 9885 "t" 48
"2554" 4622 "d" 44
"2555" 5902 "x" 48
"2556" 5464 "l" 46
"2557" 5596 "b" 47
"2558" 3904 "v" 51
"2559" 4689 "v" 52
"2560" 9186 "u" 51
"2561" 9356 "w" 58
"2562" 428 "s" 49
"2563" 9847 "w" 58
"2564" 5735 "s" 47
"2565" 961 "h" 42
"2566" 7316 "h" 43
"2567" 6053 "i" 58
"2568" 7297 "n" 59
"2569" 9719 "e" 52
"2570" 7991 "d" 47
"2571" 2985 "n" 58
"2572" 3396 "m" 55
"2573" 8465 "o" 47
"2574" 4250 "a" 53
"2575" 1933 "t" 48
"2576" 6491 "o" 44
"2577" 7373 "h" 42
"2578" 6905 "g" 54
"2579" 7323 "h" 41
"2580" 4886 "v" 51
"2581" 2244 "m" 57
"2582" 6436 "o" 47
"2583" 8941 "a" 52
"2584" 3629 "o" 45
"2585" 4662 "s" 49
"2586" 7764 "u" 53
"2587" 4985 "l" 46
"2588" 6540 "h" 42
"2589" 9247 "g" 54
"2590" 7410 "v" 52
"2591" 9814 "j" 49
"2592" 3545 "w" 57
"2593" 112 "e" 53
"2594" 1867 "i" 60
"2595" 2420 "q" 60
"2596" 4978 "h" 39
"2597" 7770 "l" 48
"2598" 2536 "v" 52
"2599" 2075 "b" 45
"2600" 5458 "c" 55
"2601" 9721 "g" 53
"2602" 4688 "n" 59
"2603" 1598 "e" 53
"2604" 6702 "v" 52
"2605" 4336 "a" 52
"2606" 7787 "w" 56
"2607" 5052 "s" 46
"2608" 843 "t" 48
"2609" 3903 "v" 50
"2610" 6959 "s" 47
"2611" 1101 "m" 56
"2612" 4354 "s" 49
"2613" 6489 "d" 47
"2614" 1317 "l" 47
"2615" 3478 "t" 46
"2616" 1045 "h" 41
"2617" 734 "v" 53
"2618" 2144 "f" 43
"2619" 8991 "o" 45
"2620" 5334 "o" 46
"2621" 7524 "h" 42
"2622" 2207 "g" 52
"2623" 1474 "d" 46
"2624" 6715 "w" 55
"2625" 244 "t" 48
"2626" 4398 "d" 47
"2627" 1113 "e" 51
"2628" 4260 "w" 56
"2629" 3351 "i" 60
"2630" 3640 "i" 59
"2631" 3879 "k" 53
"2632" 2823 "m" 57
"2633" 6845 "q" 59
"2634" 9382 "j" 49
"2635" 1803 "a" 51
"2636" 6454 "m" 56
"2637" 1346 "q" 59
"2638" 8254 "n" 58
"2639" 1761 "v" 52
"2640" 6341 "w" 57
"2641" 6128 "u" 53
"2642" 2671 "g" 54
"2643" 1383 "c" 57
"2644" 5656 "o" 46
"2645" 3243 "d" 48
"2646" 3507 "s" 47
"2647" 7212 "x" 49
"2648" 656 "w" 56
"2649" 716 "j" 50
"2650" 4673 "g" 54
"2651" 1460 "d" 47
"2652" 1923 "v" 53
"2653" 2343 "d" 48
"2654" 6389 "n" 57
"2655" 383 "l" 48
"2656" 1498 "r" 52
"2657" 4203 "q" 59
"2658" 7432 "b" 46
"2659" 133 "q" 60
"2660" 8207 "h" 43
"2661" 2503 "l" 47
"2662" 2082 "l" 46
"2663" 8960 "q" 60
"2664" 1500 "i" 59
"2665" 1701 "l" 47
"2666" 2979 "n" 60
"2667" 6360 "w" 58
"2668" 8122 "u" 52
"2669" 8427 "a" 51
"2670" 8838 "b" 46
"2671" 7038 "o" 45
"2672" 4607 "l" 48
"2673" 6195 "n" 58
"2674" 896 "i" 57
"2675" 4072 "c" 57
"2676" 7948 "g" 53
"2677" 9255 "g" 53
"2678" 3655 "q" 58
"2679" 4280 "p" 52
"2680" 8172 "p" 53
"2681" 4455 "u" 53
"2682" 153 "n" 58
"2683" 2802 "j" 49
"2684" 2793 "v" 52
"2685" 494 "w" 56
"2686" 2116 "a" 50
"2687" 5594 "u" 52
"2688" 5862 "x" 49
"2689" 1492 "b" 47
"2690" 6711 "r" 50
"2691" 747 "s" 48
"2692" 6512 "a" 51
"2693" 3753 "v" 50
"2694" 971 "d" 48
"2695" 2470 "u" 52
"2696" 1556 "h" 41
"2697" 7434 "g" 52
"2698" 3392 "o" 46
"2699" 8201 "o" 44
"2700" 1057 "i" 61
"2701" 9603 "d" 47
"2702" 9559 "e" 52
"2703" 4481 "p" 53
"2704" 5733 "m" 58
"2705" 9501 "f" 42
"2706" 9826 "s" 48
"2707" 2995 "s" 46
"2708" 5328 "o" 44
"2709" 9958 "t" 48
"2710" 835 "b" 46
"2711" 2364 "d" 47
"2712" 2674 "s" 46
"2713" 1851 "u" 54
"2714" 880 "n" 58
"2715" 4248 "d" 48
"2716" 1483 "h" 42
"2717" 4223 "o" 46
"2718" 4302 "a" 50
"2719" 7116 "e" 52
"2720" 1793 "j" 51
"2721" 8701 "v" 51
"2722" 1167 "r" 53
"2723" 5744 "u" 52
"2724" 697 "u" 53
"2725" 3510 "r" 52
"2726" 9637 "m" 57
"2727" 6820 "a" 51
"2728" 1412 "b" 47
"2729" 5197 "t" 47
"2730" 6950 "r" 51
"2731" 5394 "j" 50
"2732" 9332 "w" 55
"2733" 4452 "o" 45
"2734" 966 "w" 56
"2735" 1310 "l" 45
"2736" 581 "k" 52
"2737" 8821 "a" 52
"2738" 8717 "b" 46
"2739" 5167 "h" 42
"2740" 8103 "e" 51
"2741" 1093 "a" 52
"2742" 8687 "p" 53
"2743" 6465 "g" 54
"2744" 2821 "x" 51
"2745" 8125 "l" 47
"2746" 9674 "k" 52
"2747" 857 "q" 59
"2748" 5544 "v" 52
"2749" 9363 "e" 51
"2750" 9829 "o" 45
"2751" 3892 "w" 57
"2752" 4322 "a" 51
"2753" 6256 "o" 46
"2754" 6287 "g" 53
"2755" 429 "n" 59
"2756" 3402 "g" 53
"2757" 2481 "k" 51
"2758" 5973 "n" 59
"2759" 8558 "v" 51
"2760" 3167 "w" 57
"2761" 409 "w" 56
"2762" 1794 "v" 52
"2763" 2882 "f" 42
"2764" 8448 "b" 47
"2765" 3051 "j" 49
"2766" 8675 "e" 53
"2767" 6153 "d" 47
"2768" 9461 "t" 47
"2769" 5408 "p" 51
"2770" 5190 "i" 60
"2771" 689 "m" 56
"2772" 3465 "u" 52
"2773" 919 "m" 56
"2774" 1910 "x" 48
"2775" 9176 "w" 58
"2776" 1334 "s" 48
"2777" 125 "c" 57
"2778" 2035 "e" 52
"2779" 875 "a" 50
"2780" 2935 "e" 53
"2781" 5698 "t" 47
"2782" 765 "m" 56
"2783" 8094 "r" 51
"2784" 2408 "i" 60
"2785" 5589 "l" 44
"2786" 3876 "w" 55
"2787" 5679 "d" 47
"2788" 5754 "a" 52
"2789" 1615 "o" 45
"2790" 3362 "w" 57
"2791" 9395 "v" 51
"2792" 9677 "g" 51
"2793" 7004 "t" 48
"2794" 1077 "l" 48
"2795" 2621 "u" 53
"2796" 5672 "m" 57
"2797" 9548 "n" 59
"2798" 3889 "e" 52
"2799" 6294 "k" 52
"2800" 5541 "w" 56
"2801" 3247 "s" 47
"2802" 6761 "d" 47
"2803" 4021 "o" 46
"2804" 4110 "p" 53
"2805" 773 "g" 52
"2806" 2798 "s" 49
"2807" 7032 "s" 47
"2808" 1593 "f" 44
"2809" 1583 "h" 43
"2810" 8735 "d" 47
"2811" 858 "b" 46
"2812" 1295 "w" 57
"2813" 2045 "o" 45
"2814" 9597 "s" 49
"2815" 9436 "p" 53
"2816" 511 "o" 43
"2817" 273 "e" 52
"2818" 291 "n" 58
"2819" 7294 "a" 53
"2820" 8833 "q" 59
"2821" 780 "f" 44
"2822" 9439 "p" 52
"2823" 1087 "q" 59
"2824" 3940 "c" 56
"2825" 3665 "h" 42
"2826" 9181 "i" 60
"2827" 4900 "w" 55
"2828" 5369 "i" 59
"2829" 6832 "a" 51
"2830" 7688 "s" 47
"2831" 2483 "w" 56
"2832" 3257 "g" 55
"2833" 9684 "b" 45
"2834" 3793 "h" 42
"2835" 21 "t" 47
"2836" 9112 "m" 58
"2837" 7831 "j" 50
"2838" 6461 "w" 58
"2839" 6807 "v" 51
"2840" 6447 "d" 47
"2841" 4969 "x" 49
"2842" 5987 "d" 47
"2843" 3316 "a" 52
"2844" 4503 "a" 52
"2845" 3143 "p" 53
"2846" 6940 "o" 47
"2847" 2000 "m" 56
"2848" 7007 "s" 48
"2849" 4885 "c" 55
"2850" 6494 "l" 48
"2851" 4791 "k" 52
"2852" 8443 "v" 53
"2853" 6658 "e" 51
"2854" 1067 "o" 45
"2855" 122 "m" 57
"2856" 7819 "h" 42
"2857" 3635 "r" 51
"2858" 2067 "i" 59
"2859" 1975 "o" 46
"2860" 4345 "h" 42
"2861" 2789 "i" 59
"2862" 2078 "t" 47
"2863" 2755 "j" 51
"2864" 5864 "f" 45
"2865" 1663 "v" 52
"2866" 7034 "q" 59
"2867" 4391 "v" 52
"2868" 5939 "m" 57
"2869" 1688 "m" 55
"2870" 7773 "d" 47
"2871" 420 "n" 58
"2872" 3671 "g" 53
"2873" 6138 "o" 46
"2874" 7023 "v" 51
"2875" 9060 "b" 47
"2876" 3337 "i" 61
"2877" 2997 "u" 52
"2878" 8798 "l" 46
"2879" 3436 "q" 61
"2880" 7311 "w" 57
"2881" 885 "s" 49
"2882" 4014 "c" 58
"2883" 5205 "f" 46
"2884" 8022 "m" 56
"2885" 4472 "a" 53
"2886" 2638 "h" 41
"2887" 611 "f" 43
"2888" 4810 "j" 50
"2889" 4333 "h" 41
"2890" 684 "x" 49
"2891" 2837 "a" 51
"2892" 699 "j" 49
"2893" 5648 "r" 50
"2894" 4439 "n" 59
"2895" 7490 "v" 51
"2896" 8928 "f" 42
"2897" 4324 "s" 47
"2898" 9629 "o" 46
"2899" 6464 "o" 45
"2900" 7195 "p" 51
"2901" 6846 "d" 46
"2902" 9343 "o" 45
"2903" 1000 "g" 51
"2904" 3728 "u" 54
"2905" 3223 "e" 52
"2906" 3702 "l" 44
"2907" 9362 "m" 55
"2908" 4239 "n" 59
"2909" 4848 "u" 55
"2910" 3896 "x" 49
"2911" 7375 "g" 52
"2912" 2101 "e" 50
"2913" 2017 "d" 45
"2914" 4267 "v" 52
"2915" 9246 "n" 59
"2916" 6500 "j" 48
"2917" 9341 "u" 54
"2918" 5296 "d" 46
"2919" 3489 "w" 57
"2920" 8751 "x" 48
"2921" 4369 "q" 60
"2922" 2773 "x" 48
"2923" 1390 "g" 54
"2924" 5096 "q" 58
"2925" 6611 "m" 56
"2926" 4901 "h" 42
"2927" 9991 "f" 45
"2928" 7782 "m" 56
"2929" 3866 "v" 51
"2930" 1464 "q" 59
"2931" 3797 "a" 51
"2932" 9052 "g" 53
"2933" 5678 "g" 52
"2934" 1442 "n" 58
"2935" 2831 "x" 46
"2936" 5858 "o" 45
"2937" 9801 "p" 53
"2938" 2791 "v" 51
"2939" 9023 "b" 47
"2940" 8771 "k" 52
"2941" 4781 "o" 47
"2942" 442 "w" 58
"2943" 7041 "n" 59
"2944" 804 "k" 51
"2945" 4413 "o" 46
"2946" 181 "d" 46
"2947" 7219 "q" 58
"2948" 9179 "r" 52
"2949" 5643 "p" 52
"2950" 9310 "e" 51
"2951" 5110 "g" 53
"2952" 1994 "s" 49
"2953" 4532 "c" 55
"2954" 6757 "d" 47
"2955" 8688 "i" 59
"2956" 3040 "s" 49
"2957" 5101 "l" 45
"2958" 1227 "r" 52
"2959" 2256 "h" 43
"2960" 8945 "s" 49
"2961" 7876 "h" 41
"2962" 1957 "g" 52
"2963" 5036 "a" 51
"2964" 2312 "u" 52
"2965" 9365 "b" 46
"2966" 3686 "s" 48
"2967" 9849 "t" 49
"2968" 3747 "k" 52
"2969" 784 "p" 51
"2970" 5456 "k" 52
"2971" 443 "i" 60
"2972" 4958 "e" 53
"2973" 7758 "j" 51
"2974" 5491 "t" 48
"2975" 8657 "e" 52
"2976" 3882 "g" 53
"2977" 6007 "i" 59
"2978" 9051 "s" 51
"2979" 1616 "k" 52
"2980" 4729 "e" 51
"2981" 7691 "d" 45
"2982" 4633 "i" 61
"2983" 547 "s" 47
"2984" 2409 "s" 47
"2985" 9838 "a" 53
"2986" 2449 "e" 53
"2987" 8365 "k" 51
"2988" 6055 "v" 50
"2989" 8827 "m" 57
"2990" 6380 "i" 60
"2991" 8210 "d" 45
"2992" 3824 "v" 52
"2993" 3349 "q" 58
"2994" 9946 "w" 57
"2995" 3981 "e" 50
"2996" 9964 "b" 47
"2997" 1831 "i" 58
"2998" 8366 "b" 46
"2999" 9598 "j" 50
"3000" 1267 "q" 59
"3001" 3720 "e" 52
"3002" 9453 "p" 50
"3003" 3356 "c" 56
"3004" 1242 "j" 48
"3005" 2779 "o" 46
"3006" 9017 "g" 53
"3007" 6584 "s" 48
"3008" 1213 "s" 47
"3009" 9097 "m" 58
"3010" 4929 "c" 56
"3011" 6706 "r" 51
"3012" 2990 "v" 51
"3013" 7904 "h" 42
"3014" 5686 "g" 52
"3015" 5637 "w" 56
"3016" 6344 "v" 52
"3017" 4914 "k" 53
"3018" 3204 "c" 57
"3019" 570 "s" 46
"3020" 5102 "d" 48
"3021" 6511 "l" 46
"3022" 251 "x" 48
"3023" 7310 "i" 58
"3024" 8952 "u" 53
"3025" 7766 "m" 57
"3026" 789 "e" 51
"3027" 1996 "p" 51
"3028" 4052 "h" 43
"3029" 8106 "e" 52
"3030" 3447 "q" 58
"3031" 9256 "r" 51
"3032" 7110 "t" 47
"3033" 1960 "s" 48
"3034" 2964 "u" 53
"3035" 8567 "m" 58
"3036" 8546 "e" 52
"3037" 9723 "u" 53
"3038" 3056 "m" 55
"3039" 51 "l" 47
"3040" 6740 "q" 58
"3041" 7979 "o" 46
"3042" 198 "f" 42
"3043" 7244 "u" 51
"3044" 9407 "b" 46
"3045" 7049 "v" 52
"3046" 8846 "a" 52
"3047" 573 "s" 47
"3048" 891 "s" 48
"3049" 1833 "v" 51
"3050" 1481 "e" 52
"3051" 6578 "p" 53
"3052" 2401 "f" 44
"3053" 2817 "d" 48
"3054" 7097 "u" 53
"3055" 1916 "x" 49
"3056" 2818 "o" 46
"3057" 9678 "s" 49
"3058" 2237 "o" 48
"3059" 24 "e" 50
"3060" 6754 "d" 46
"3061" 8803 "x" 48
"3062" 7738 "e" 52
"3063" 5049 "o" 43
"3064" 5984 "p" 52
"3065" 9400 "h" 43
"3066" 8051 "j" 49
"3067" 2247 "i" 59
"3068" 7548 "o" 45
"3069" 8256 "o" 45
"3070" 6275 "a" 52
"3071" 6955 "o" 45
"3072" 2181 "g" 55
"3073" 9040 "m" 57
"3074" 2848 "e" 51
"3075" 9272 "h" 43
"3076" 6595 "d" 46
"3077" 5030 "i" 59
"3078" 3576 "g" 53
"3079" 8462 "a" 52
"3080" 5886 "q" 60
"3081" 5664 "l" 46
"3082" 4993 "u" 52
"3083" 3055 "h" 41
"3084" 3024 "s" 50
"3085" 5782 "u" 54
"3086" 8982 "c" 56
"3087" 4663 "b" 48
"3088" 538 "v" 54
"3089" 5730 "e" 51
"3090" 113 "o" 45
"3091" 779 "m" 58
"3092" 7441 "o" 46
"3093" 4719 "b" 46
"3094" 9192 "v" 53
"3095" 8677 "i" 59
"3096" 2124 "w" 56
"3097" 3746 "s" 47
"3098" 6922 "p" 51
"3099" 1078 "q" 59
"3100" 4710 "j" 49
"3101" 6078 "h" 41
"3102" 7661 "d" 47
"3103" 228 "n" 58
"3104" 9452 "g" 52
"3105" 778 "h" 42
"3106" 6222 "g" 53
"3107" 1517 "r" 50
"3108" 8666 "a" 52
"3109" 7340 "h" 41
"3110" 5435 "p" 53
"3111" 6571 "c" 56
"3112" 8197 "m" 56
"3113" 76 "t" 47
"3114" 6597 "h" 45
"3115" 3430 "t" 49
"3116" 7069 "m" 56
"3117" 2888 "f" 43
"3118" 9465 "d" 47
"3119" 8318 "f" 43
"3120" 7824 "d" 46
"3121" 4255 "w" 58
"3122" 4086 "i" 58
"3123" 8671 "i" 59
"3124" 7659 "j" 50
"3125" 9798 "e" 53
"3126" 2975 "v" 50
"3127" 2472 "v" 52
"3128" 5134 "i" 59
"3129" 6546 "a" 52
"3130" 9092 "p" 50
"3131" 5680 "r" 55
"3132" 189 "s" 51
"3133" 6509 "g" 54
"3134" 6718 "j" 51
"3135" 5586 "o" 46
"3136" 9747 "s" 48
"3137" 2044 "d" 46
"3138" 5856 "k" 51
"3139" 7583 "p" 50
"3140" 7725 "u" 53
"3141" 5952 "b" 46
"3142" 7740 "d" 47
"3143" 9430 "d" 46
"3144" 108 "t" 45
"3145" 6248 "w" 57
"3146" 4387 "f" 44
"3147" 8690 "x" 48
"3148" 4661 "o" 46
"3149" 6441 "l" 45
"3150" 1249 "h" 43
"3151" 3047 "q" 61
"3152" 8114 "l" 46
"3153" 7503 "g" 51
"3154" 6234 "g" 54
"3155" 5300 "o" 45
"3156" 4659 "q" 59
"3157" 4311 "g" 53
"3158" 2738 "m" 56
"3159" 374 "v" 50
"3160" 4406 "v" 53
"3161" 9712 "a" 52
"3162" 609 "t" 45
"3163" 895 "t" 48
"3164" 6013 "o" 46
"3165" 4458 "o" 46
"3166" 7982 "g" 52
"3167" 7327 "c" 57
"3168" 7207 "g" 54
"3169" 7927 "g" 54
"3170" 5129 "v" 51
"3171" 5740 "u" 53
"3172" 5979 "g" 53
"3173" 6888 "v" 52
"3174" 8689 "u" 52
"3175" 3042 "x" 48
"3176" 4957 "e" 50
"3177" 7890 "o" 45
"3178" 7104 "s" 49
"3179" 1117 "h" 43
"3180" 3315 "f" 43
"3181" 5108 "o" 47
"3182" 9239 "b" 46
"3183" 5173 "h" 42
"3184" 1337 "u" 51
"3185" 2573 "t" 47
"3186" 9493 "c" 55
"3187" 3085 "l" 46
"3188" 9731 "i" 60
"3189" 4011 "x" 49
"3190" 9861 "m" 56
"3191" 9443 "o" 45
"3192" 8851 "k" 52
"3193" 7065 "i" 58
"3194" 6462 "e" 50
"3195" 6102 "q" 59
"3196" 774 "d" 47
"3197" 5399 "g" 50
"3198" 30 "g" 52
"3199" 9089 "e" 53
"3200" 3448 "t" 48
"3201" 8357 "l" 46
"3202" 4315 "h" 42
"3203" 6783 "u" 52
"3204" 7969 "d" 47
"3205" 6343 "w" 60
"3206" 7737 "j" 50
"3207" 9393 "c" 55
"3208" 4308 "q" 60
"3209" 1375 "x" 47
"3210" 8805 "h" 42
"3211" 8067 "q" 59
"3212" 8045 "q" 59
"3213" 7153 "q" 60
"3214" 4197 "q" 58
"3215" 8863 "d" 46
"3216" 5130 "l" 46
"3217" 9986 "c" 55
"3218" 4257 "b" 46
"3219" 2660 "v" 52
"3220" 4465 "v" 52
"3221" 4632 "f" 44
"3222" 5263 "n" 59
"3223" 9304 "b" 47
"3224" 6828 "g" 53
"3225" 1564 "s" 46
"3226" 8563 "w" 58
"3227" 6124 "h" 41
"3228" 603 "d" 48
"3229" 4488 "h" 42
"3230" 4346 "s" 47
"3231" 6323 "j" 49
"3232" 6131 "q" 57
"3233" 192 "q" 58
"3234" 2213 "c" 56
"3235" 7313 "o" 45
"3236" 8682 "m" 57
"3237" 9926 "g" 53
"3238" 9777 "i" 58
"3239" 3598 "q" 61
"3240" 7011 "h" 41
"3241" 3626 "v" 51
"3242" 3652 "e" 52
"3243" 4318 "l" 46
"3244" 3779 "t" 48
"3245" 8949 "u" 54
"3246" 1976 "j" 48
"3247" 8230 "m" 56
"3248" 9173 "d" 46
"3249" 8942 "f" 44
"3250" 3001 "f" 45
"3251" 5351 "a" 55
"3252" 378 "h" 42
"3253" 2464 "c" 56
"3254" 6015 "w" 58
"3255" 3503 "b" 44
"3256" 2487 "m" 57
"3257" 9222 "s" 47
"3258" 9227 "c" 55
"3259" 9154 "p" 52
"3260" 3324 "r" 50
"3261" 9568 "x" 49
"3262" 2728 "a" 53
"3263" 354 "e" 52
"3264" 247 "o" 47
"3265" 1557 "l" 47
"3266" 6599 "w" 56
"3267" 312 "e" 53
"3268" 6810 "n" 58
"3269" 6251 "s" 47
"3270" 592 "h" 42
"3271" 8146 "a" 52
"3272" 4537 "e" 53
"3273" 26 "t" 46
"3274" 5713 "v" 51
"3275" 9479 "m" 56
"3276" 2841 "x" 49
"3277" 5781 "f" 43
"3278" 3966 "i" 58
"3279" 430 "p" 51
"3280" 909 "q" 60
"3281" 2763 "l" 46
"3282" 7578 "g" 54
"3283" 8625 "f" 46
"3284" 4184 "q" 59
"3285" 4066 "c" 55
"3286" 3628 "g" 55
"3287" 3924 "w" 56
"3288" 9862 "j" 50
"3289" 7934 "v" 50
"3290" 4676 "f" 44
"3291" 6560 "r" 52
"3292" 7305 "q" 59
"3293" 5751 "h" 43
"3294" 4593 "i" 59
"3295" 2014 "a" 51
"3296" 1081 "f" 42
"3297" 5144 "f" 46
"3298" 9290 "s" 47
"3299" 9385 "f" 42
"3300" 4531 "u" 54
"3301" 5439 "p" 51
"3302" 3254 "g" 54
"3303" 6814 "u" 54
"3304" 2089 "w" 57
"3305" 138 "w" 57
"3306" 2764 "m" 57
"3307" 6561 "a" 53
"3308" 8966 "b" 44
"3309" 4890 "x" 50
"3310" 9664 "p" 53
"3311" 6434 "w" 56
"3312" 4818 "k" 50
"3313" 6091 "x" 48
"3314" 9128 "i" 58
"3315" 4204 "i" 57
"3316" 1393 "e" 51
"3317" 5685 "v" 53
"3318" 345 "h" 42
"3319" 8092 "b" 45
"3320" 9514 "m" 57
"3321" 6831 "i" 59
"3322" 4213 "e" 52
"3323" 7487 "f" 44
"3324" 9333 "v" 50
"3325" 6261 "h" 43
"3326" 1941 "w" 57
"3327" 9868 "h" 43
"3328" 9084 "t" 47
"3329" 170 "f" 44
"3330" 9806 "w" 57
"3331" 2226 "g" 51
"3332" 470 "m" 55
"3333" 4702 "e" 52
"3334" 495 "s" 49
"3335" 2167 "p" 52
"3336" 2393 "v" 54
"3337" 8655 "e" 51
"3338" 5234 "f" 43
"3339" 4027 "p" 50
"3340" 5080 "w" 59
"3341" 1571 "s" 48
"3342" 1905 "u" 54
"3343" 2115 "n" 57
"3344" 7128 "p" 53
"3345" 2999 "q" 59
"3346" 839 "i" 58
"3347" 959 "q" 61
"3348" 8458 "t" 48
"3349" 6488 "q" 59
"3350" 1542 "h" 41
"3351" 7845 "m" 56
"3352" 9486 "g" 54
"3353" 5442 "d" 47
"3354" 266 "w" 58
"3355" 201 "q" 59
"3356" 5861 "d" 48
"3357" 7968 "g" 55
"3358" 5888 "n" 57
"3359" 8862 "o" 48
"3360" 5552 "o" 46
"3361" 3701 "q" 58
"3362" 3103 "a" 53
"3363" 5073 "d" 46
"3364" 5816 "b" 45
"3365" 7368 "q" 59
"3366" 4557 "p" 52
"3367" 7910 "b" 45
"3368" 5514 "m" 58
"3369" 2422 "r" 50
"3370" 9526 "r" 51
"3371" 4178 "g" 53
"3372" 4077 "f" 42
"3373" 245 "o" 46
"3374" 115 "d" 48
"3375" 451 "e" 52
"3376" 7039 "w" 58
"3377" 840 "w" 56
"3378" 7619 "b" 46
"3379" 3860 "i" 60
"3380" 3578 "k" 53
"3381" 3737 "v" 51
"3382" 738 "f" 42
"3383" 3331 "p" 52
"3384" 9287 "i" 58
"3385" 9157 "c" 56
"3386" 1913 "e" 52
"3387" 5767 "d" 47
"3388" 9977 "e" 54
"3389" 2974 "m" 56
"3390" 2835 "j" 51
"3391" 7142 "v" 53
"3392" 1716 "w" 58
"3393" 5243 "q" 56
"3394" 7638 "f" 42
"3395" 229 "c" 56
"3396" 6869 "m" 58
"3397" 3754 "d" 48
"3398" 8556 "q" 59
"3399" 3664 "q" 58
"3400" 1303 "e" 51
"3401" 5231 "w" 57
"3402" 9360 "d" 46
"3403" 9266 "j" 50
"3404" 2448 "e" 53
"3405" 9252 "h" 42
"3406" 8782 "w" 57
"3407" 4945 "s" 49
"3408" 7085 "h" 41
"3409" 9513 "d" 47
"3410" 9698 "k" 50
"3411" 6435 "v" 52
"3412" 6753 "n" 58
"3413" 3752 "x" 48
"3414" 3546 "p" 53
"3415" 6333 "b" 47
"3416" 2978 "i" 59
"3417" 2494 "h" 43
"3418" 425 "k" 51
"3419" 7905 "p" 52
"3420" 431 "e" 51
"3421" 1329 "r" 50
"3422" 6044 "v" 53
"3423" 6295 "d" 48
"3424" 1575 "p" 51
"3425" 2677 "i" 60
"3426" 5235 "o" 46
"3427" 8965 "i" 59
"3428" 9021 "i" 60
"3429" 4122 "q" 59
"3430" 1433 "e" 51
"3431" 3454 "i" 58
"3432" 1576 "m" 55
"3433" 9457 "v" 52
"3434" 8811 "m" 56
"3435" 4168 "p" 52
"3436" 6377 "j" 49
"3437" 8282 "b" 45
"3438" 1476 "h" 41
"3439" 7061 "h" 42
"3440" 7846 "n" 59
"3441" 2188 "x" 49
"3442" 566 "j" 48
"3443" 6369 "l" 47
"3444" 5056 "c" 57
"3445" 7597 "i" 61
"3446" 9446 "a" 52
"3447" 3090 "h" 41
"3448" 9883 "s" 47
"3449" 6469 "g" 53
"3450" 2257 "o" 47
"3451" 7396 "v" 52
"3452" 8087 "h" 41
"3453" 5769 "g" 54
"3454" 7567 "h" 43
"3455" 8875 "q" 60
"3456" 4944 "i" 59
"3457" 5423 "x" 50
"3458" 3165 "e" 51
"3459" 9620 "g" 55
"3460" 7838 "s" 49
"3461" 7240 "g" 51
"3462" 8724 "o" 45
"3463" 185 "o" 46
"3464" 2105 "m" 56
"3465" 838 "u" 53
"3466" 720 "d" 49
"3467" 8767 "v" 52
"3468" 5438 "u" 54
"3469" 2912 "e" 50
"3470" 4937 "p" 53
"3471" 5876 "w" 59
"3472" 2012 "h" 41
"3473" 3636 "o" 46
"3474" 6522 "c" 56
"3475" 1319 "x" 48
"3476" 36 "h" 42
"3477" 8134 "h" 43
"3478" 3241 "f" 45
"3479" 186 "q" 59
"3480" 5691 "p" 52
"3481" 6688 "e" 53
"3482" 9053 "i" 60
"3483" 304 "w" 57
"3484" 5445 "i" 60
"3485" 5447 "a" 52
"3486" 3642 "x" 49
"3487" 6830 "w" 55
"3488" 5113 "e" 53
"3489" 5890 "i" 60
"3490" 7019 "v" 51
"3491" 7033 "g" 54
"3492" 3184 "a" 53
"3493" 8008 "e" 50
"3494" 1238 "c" 55
"3495" 7728 "e" 52
"3496" 5777 "h" 42
"3497" 3693 "v" 51
"3498" 7657 "f" 44
"3499" 1503 "x" 50
"3500" 8432 "w" 57
"3501" 9998 "e" 52
"3502" 3899 "s" 48
"3503" 5163 "k" 51
"3504" 3279 "g" 53
"3505" 3509 "q" 56
"3506" 157 "q" 58
"3507" 5048 "i" 58
"3508" 2175 "s" 47
"3509" 6826 "d" 48
"3510" 4738 "s" 47
"3511" 4834 "g" 52
"3512" 6724 "e" 52
"3513" 1951 "w" 57
"3514" 662 "u" 52
"3515" 8323 "e" 52
"3516" 1671 "a" 52
"3517" 1768 "w" 59
"3518" 48 "g" 52
"3519" 5950 "o" 45
"3520" 5448 "m" 55
"3521" 2444 "g" 53
"3522" 3253 "s" 48
"3523" 2152 "g" 53
"3524" 9178 "w" 57
"3525" 9492 "s" 47
"3526" 7411 "w" 57
"3527" 2510 "o" 44
"3528" 9396 "n" 58
"3529" 6590 "o" 45
"3530" 5409 "s" 49
"3531" 4703 "i" 60
"3532" 2636 "o" 44
"3533" 8651 "w" 59
"3534" 5187 "d" 46
"3535" 4558 "i" 61
"3536" 4807 "f" 43
"3537" 267 "l" 46
"3538" 361 "h" 43
"3539" 5796 "r" 50
"3540" 4016 "v" 49
"3541" 4623 "u" 52
"3542" 42 "r" 52
"3543" 974 "k" 51
"3544" 2521 "c" 56
"3545" 9561 "c" 56
"3546" 1875 "o" 46
"3547" 5405 "w" 57
"3548" 5224 "b" 46
"3549" 8895 "u" 54
