"stand.id" "region" "number.trees"
"2525" 9466 "f" 51
"2526" 1320 "c" 49
"2527" 4881 "c" 47
"2528" 1765 "d" 50
"2529" 6704 "e" 48
"2530" 2534 "b" 45
"2531" 7502 "j" 51
"2532" 3718 "i" 47
"2533" 4256 "f" 51
"2534" 5502 "h" 53
"2535" 1604 "c" 47
"2536" 2280 "b" 45
"2537" 6446 "b" 46
"2538" 7508 "c" 47
"2539" 9577 "h" 52
"2540" 7066 "a" 47
"2541" 9872 "i" 47
"2542" 8375 "b" 45
"2543" 1073 "c" 48
"2544" 5646 "c" 48
"2545" 8865 "f" 51
"2546" 7123 "j" 49
"2547" 4736 "i" 46
"2548" 1224 "j" 49
"2549" 3033 "f" 51
"2550" 7301 "i" 46
"2551" 1095 "a" 44
"2552" 6630 "h" 54
"2553" 9885 "c" 49
"2554" 4622 "d" 49
"2555" 5902 "j" 49
"2556" 5464 "a" 45
"2557" 5596 "d" 51
"2558" 3904 "c" 47
"2559" 4689 "e" 49
"2560" 9186 "a" 47
"2561" 9356 "i" 47
"2562" 428 "g" 52
"2563" 9847 "h" 52
"2564" 5735 "d" 52
"2565" 961 "j" 50
"2566" 7316 "e" 50
"2567" 6053 "c" 48
"2568" 7297 "b" 46
"2569" 9719 "b" 47
"2570" 7991 "a" 44
"2571" 2985 "g" 53
"2572" 3396 "j" 50
"2573" 8465 "e" 53
"2574" 4250 "f" 51
"2575" 1933 "j" 50
"2576" 6491 "c" 48
"2577" 7373 "c" 48
"2578" 6905 "i" 46
"2579" 7323 "a" 47
"2580" 4886 "i" 48
"2581" 2244 "h" 54
"2582" 6436 "c" 48
"2583" 8941 "b" 45
"2584" 3629 "b" 44
"2585" 4662 "i" 49
"2586" 7764 "f" 50
"2587" 4985 "g" 52
"2588" 6540 "j" 52
"2589" 9247 "e" 49
"2590" 7410 "i" 48
"2591" 9814 "c" 49
"2592" 3545 "i" 47
"2593" 112 "h" 54
"2594" 1867 "c" 48
"2595" 2420 "j" 48
"2596" 4978 "a" 46
"2597" 7770 "h" 51
"2598" 2536 "i" 47
"2599" 2075 "a" 44
"2600" 5458 "h" 54
"2601" 9721 "j" 50
"2602" 4688 "f" 52
"2603" 1598 "e" 50
"2604" 6702 "h" 54
"2605" 4336 "g" 52
"2606" 7787 "h" 51
"2607" 5052 "d" 50
"2608" 843 "b" 45
"2609" 3903 "j" 50
"2610" 6959 "g" 51
"2611" 1101 "i" 47
"2612" 4354 "i" 47
"2613" 6489 "c" 48
"2614" 1317 "g" 52
"2615" 3478 "h" 52
"2616" 1045 "j" 50
"2617" 734 "h" 53
"2618" 2144 "i" 48
"2619" 8991 "g" 52
"2620" 5334 "f" 51
"2621" 7524 "c" 48
"2622" 2207 "a" 46
"2623" 1474 "j" 49
"2624" 6715 "a" 46
"2625" 244 "a" 47
"2626" 4398 "g" 52
"2627" 1113 "j" 50
"2628" 4260 "e" 48
"2629" 3351 "g" 52
"2630" 3640 "g" 53
"2631" 3879 "h" 53
"2632" 2823 "i" 47
"2633" 6845 "b" 45
"2634" 9382 "b" 44
"2635" 1803 "c" 47
"2636" 6454 "g" 51
"2637" 1346 "h" 55
"2638" 8254 "i" 46
"2639" 1761 "e" 50
"2640" 6341 "d" 50
"2641" 6128 "d" 51
"2642" 2671 "i" 49
"2643" 1383 "g" 51
"2644" 5656 "a" 46
"2645" 3243 "j" 51
"2646" 3507 "c" 48
"2647" 7212 "b" 46
"2648" 656 "i" 46
"2649" 716 "g" 51
"2650" 4673 "c" 48
"2651" 1460 "d" 51
"2652" 1923 "g" 53
"2653" 2343 "f" 51
"2654" 6389 "j" 49
"2655" 383 "c" 48
"2656" 1498 "a" 43
"2657" 4203 "j" 50
"2658" 7432 "g" 51
"2659" 133 "g" 53
"2660" 8207 "a" 44
"2661" 2503 "e" 51
"2662" 2082 "a" 45
"2663" 8960 "i" 48
"2664" 1500 "c" 48
"2665" 1701 "f" 52
"2666" 2979 "b" 46
"2667" 6360 "f" 51
"2668" 8122 "d" 50
"2669" 8427 "g" 52
"2670" 8838 "d" 51
"2671" 7038 "h" 52
"2672" 4607 "i" 47
"2673" 6195 "d" 48
"2674" 896 "g" 52
"2675" 4072 "h" 52
"2676" 7948 "i" 47
"2677" 9255 "c" 47
"2678" 3655 "b" 45
"2679" 4280 "d" 49
"2680" 8172 "g" 53
"2681" 4455 "c" 46
"2682" 153 "h" 52
"2683" 2802 "g" 50
"2684" 2793 "e" 49
"2685" 494 "h" 55
"2686" 2116 "j" 50
"2687" 5594 "j" 49
"2688" 5862 "c" 48
"2689" 1492 "c" 48
"2690" 6711 "h" 51
"2691" 747 "c" 48
"2692" 6512 "c" 48
"2693" 3753 "f" 52
"2694" 971 "b" 45
"2695" 2470 "f" 51
"2696" 1556 "d" 50
"2697" 7434 "f" 51
"2698" 3392 "f" 52
"2699" 8201 "g" 54
"2700" 1057 "b" 45
"2701" 9603 "f" 52
"2702" 9559 "j" 51
"2703" 4481 "f" 50
"2704" 5733 "f" 53
"2705" 9501 "b" 46
"2706" 9826 "i" 49
"2707" 2995 "a" 45
"2708" 5328 "j" 51
"2709" 9958 "f" 51
"2710" 835 "h" 54
"2711" 2364 "i" 48
"2712" 2674 "c" 46
"2713" 1851 "f" 52
"2714" 880 "e" 48
"2715" 4248 "e" 49
"2716" 1483 "c" 48
"2717" 4223 "g" 52
"2718" 4302 "d" 51
"2719" 7116 "e" 48
"2720" 1793 "b" 45
"2721" 8701 "e" 50
"2722" 1167 "e" 50
"2723" 5744 "d" 53
"2724" 697 "c" 47
"2725" 3510 "b" 44
"2726" 9637 "c" 47
"2727" 6820 "b" 44
"2728" 1412 "j" 49
"2729" 5197 "c" 49
"2730" 6950 "g" 52
"2731" 5394 "h" 53
"2732" 9332 "g" 53
"2733" 4452 "h" 52
"2734" 966 "d" 50
"2735" 1310 "j" 50
"2736" 581 "a" 45
"2737" 8821 "d" 50
"2738" 8717 "c" 47
"2739" 5167 "d" 48
"2740" 8103 "e" 49
"2741" 1093 "g" 53
"2742" 8687 "c" 48
"2743" 6465 "c" 49
"2744" 2821 "c" 47
"2745" 8125 "h" 54
"2746" 9674 "e" 49
"2747" 857 "d" 50
"2748" 5544 "f" 50
"2749" 9363 "e" 49
"2750" 9829 "e" 50
"2751" 3892 "j" 52
"2752" 4322 "j" 50
"2753" 6256 "i" 47
"2754" 6287 "a" 45
"2755" 429 "a" 45
"2756" 3402 "e" 49
"2757" 2481 "g" 50
"2758" 5973 "b" 46
"2759" 8558 "d" 50
"2760" 3167 "d" 50
"2761" 409 "a" 45
"2762" 1794 "c" 48
"2763" 2882 "j" 50
"2764" 8448 "i" 47
"2765" 3051 "a" 44
"2766" 8675 "b" 45
"2767" 6153 "f" 50
"2768" 9461 "e" 51
"2769" 5408 "a" 45
"2770" 5190 "d" 50
"2771" 689 "f" 50
"2772" 3465 "a" 44
"2773" 919 "e" 50
"2774" 1910 "c" 48
"2775" 9176 "h" 53
"2776" 1334 "d" 51
"2777" 125 "f" 51
"2778" 2035 "j" 49
"2779" 875 "i" 46
"2780" 2935 "d" 49
"2781" 5698 "b" 44
"2782" 765 "f" 50
"2783" 8094 "e" 50
"2784" 2408 "j" 49
"2785" 5589 "b" 46
"2786" 3876 "c" 47
"2787" 5679 "c" 49
"2788" 5754 "c" 48
"2789" 1615 "e" 50
"2790" 3362 "g" 53
"2791" 9395 "d" 49
"2792" 9677 "i" 50
"2793" 7004 "f" 50
"2794" 1077 "b" 44
"2795" 2621 "d" 50
"2796" 5672 "j" 51
"2797" 9548 "h" 52
"2798" 3889 "i" 49
"2799" 6294 "i" 48
"2800" 5541 "j" 51
"2801" 3247 "b" 45
"2802" 6761 "g" 51
"2803" 4021 "g" 54
"2804" 4110 "e" 51
"2805" 773 "a" 45
"2806" 2798 "i" 49
"2807" 7032 "f" 51
"2808" 1593 "a" 46
"2809" 1583 "h" 53
"2810" 8735 "a" 46
"2811" 858 "f" 51
"2812" 1295 "f" 52
"2813" 2045 "b" 45
"2814" 9597 "i" 49
"2815" 9436 "i" 47
"2816" 511 "e" 50
"2817" 273 "f" 50
"2818" 291 "b" 47
"2819" 7294 "f" 50
"2820" 8833 "a" 43
"2821" 780 "j" 50
"2822" 9439 "i" 47
"2823" 1087 "a" 45
"2824" 3940 "g" 51
"2825" 3665 "g" 52
"2826" 9181 "i" 46
"2827" 4900 "e" 49
"2828" 5369 "b" 44
"2829" 6832 "b" 46
"2830" 7688 "b" 45
"2831" 2483 "g" 51
"2832" 3257 "d" 50
"2833" 9684 "d" 49
"2834" 3793 "j" 50
"2835" 21 "g" 50
"2836" 9112 "e" 51
"2837" 7831 "d" 52
"2838" 6461 "c" 47
"2839" 6807 "c" 47
"2840" 6447 "b" 45
"2841" 4969 "e" 48
"2842" 5987 "i" 47
"2843" 3316 "e" 51
"2844" 4503 "c" 49
"2845" 3143 "b" 45
"2846" 6940 "e" 48
"2847" 2000 "c" 47
"2848" 7007 "d" 49
"2849" 4885 "c" 49
"2850" 6494 "d" 53
"2851" 4791 "g" 52
"2852" 8443 "f" 50
"2853" 6658 "j" 49
"2854" 1067 "i" 49
"2855" 122 "e" 50
"2856" 7819 "b" 44
"2857" 3635 "h" 54
"2858" 2067 "i" 48
"2859" 1975 "e" 52
"2860" 4345 "d" 52
"2861" 2789 "a" 43
"2862" 2078 "d" 50
"2863" 2755 "d" 49
"2864" 5864 "j" 51
"2865" 1663 "j" 50
"2866" 7034 "e" 50
"2867" 4391 "d" 51
"2868" 5939 "h" 51
"2869" 1688 "j" 51
"2870" 7773 "j" 50
"2871" 420 "b" 45
"2872" 3671 "c" 47
"2873" 6138 "a" 46
"2874" 7023 "a" 44
"2875" 9060 "e" 50
"2876" 3337 "g" 52
"2877" 2997 "f" 52
"2878" 8798 "a" 45
"2879" 3436 "c" 48
"2880" 7311 "g" 51
"2881" 885 "h" 52
"2882" 4014 "a" 45
"2883" 5205 "j" 50
"2884" 8022 "d" 51
"2885" 4472 "h" 53
"2886" 2638 "a" 45
"2887" 611 "b" 44
"2888" 4810 "b" 44
"2889" 4333 "j" 50
"2890" 684 "f" 50
"2891" 2837 "i" 48
"2892" 699 "b" 43
"2893" 5648 "g" 51
"2894" 4439 "j" 50
"2895" 7490 "j" 48
"2896" 8928 "b" 46
"2897" 4324 "j" 51
"2898" 9629 "j" 49
"2899" 6464 "c" 48
"2900" 7195 "g" 50
"2901" 6846 "g" 52
"2902" 9343 "g" 52
"2903" 1000 "f" 52
"2904" 3728 "h" 52
"2905" 3223 "a" 46
"2906" 3702 "i" 48
"2907" 9362 "f" 52
"2908" 4239 "g" 52
"2909" 4848 "i" 48
"2910" 3896 "a" 46
"2911" 7375 "d" 49
"2912" 2101 "j" 50
"2913" 2017 "f" 51
"2914" 4267 "c" 47
"2915" 9246 "f" 51
"2916" 6500 "a" 44
"2917" 9341 "j" 52
"2918" 5296 "i" 49
"2919" 3489 "e" 51
"2920" 8751 "b" 45
"2921" 4369 "e" 50
"2922" 2773 "j" 49
"2923" 1390 "i" 46
"2924" 5096 "g" 51
"2925" 6611 "a" 45
"2926" 4901 "c" 47
"2927" 9991 "b" 45
"2928" 7782 "g" 52
"2929" 3866 "d" 53
"2930" 1464 "j" 48
"2931" 3797 "f" 52
"2932" 9052 "i" 47
"2933" 5678 "g" 51
"2934" 1442 "e" 49
"2935" 2831 "e" 50
"2936" 5858 "a" 43
"2937" 9801 "g" 53
"2938" 2791 "h" 54
"2939" 9023 "d" 52
"2940" 8771 "a" 45
"2941" 4781 "a" 45
"2942" 442 "j" 50
"2943" 7041 "b" 47
"2944" 804 "b" 46
"2945" 4413 "h" 54
"2946" 181 "a" 46
"2947" 7219 "h" 54
"2948" 9179 "a" 46
"2949" 5643 "i" 48
"2950" 9310 "e" 50
"2951" 5110 "i" 45
"2952" 1994 "j" 49
"2953" 4532 "i" 47
"2954" 6757 "j" 51
"2955" 8688 "b" 46
"2956" 3040 "j" 49
"2957" 5101 "i" 48
"2958" 1227 "j" 50
"2959" 2256 "b" 45
"2960" 8945 "f" 51
"2961" 7876 "a" 44
"2962" 1957 "d" 48
"2963" 5036 "c" 49
"2964" 2312 "b" 45
"2965" 9365 "b" 45
"2966" 3686 "i" 48
"2967" 9849 "b" 45
"2968" 3747 "f" 51
"2969" 784 "a" 46
"2970" 5456 "h" 51
"2971" 443 "e" 49
"2972" 4958 "a" 46
"2973" 7758 "b" 46
"2974" 5491 "g" 52
"2975" 8657 "b" 45
"2976" 3882 "e" 50
"2977" 6007 "f" 50
"2978" 9051 "h" 52
"2979" 1616 "a" 46
"2980" 4729 "f" 53
"2981" 7691 "g" 52
"2982" 4633 "e" 49
"2983" 547 "b" 45
"2984" 2409 "f" 51
"2985" 9838 "i" 46
"2986" 2449 "d" 49
"2987" 8365 "c" 48
"2988" 6055 "b" 45
"2989" 8827 "b" 45
"2990" 6380 "j" 50
"2991" 8210 "h" 53
"2992" 3824 "f" 51
"2993" 3349 "b" 45
"2994" 9946 "a" 44
"2995" 3981 "a" 45
"2996" 9964 "f" 49
"2997" 1831 "f" 52
"2998" 8366 "h" 52
"2999" 9598 "b" 46
"3000" 1267 "h" 50
"3001" 3720 "i" 48
"3002" 9453 "i" 46
"3003" 3356 "j" 49
"3004" 1242 "d" 50
"3005" 2779 "e" 50
"3006" 9017 "f" 50
"3007" 6584 "i" 47
"3008" 1213 "a" 47
"3009" 9097 "j" 51
"3010" 4929 "h" 52
"3011" 6706 "g" 51
"3012" 2990 "b" 45
"3013" 7904 "h" 53
"3014" 5686 "g" 52
"3015" 5637 "g" 51
"3016" 6344 "a" 44
"3017" 4914 "e" 49
"3018" 3204 "a" 46
"3019" 570 "a" 45
"3020" 5102 "c" 47
"3021" 6511 "f" 51
"3022" 251 "i" 46
"3023" 7310 "e" 50
"3024" 8952 "d" 49
"3025" 7766 "f" 51
"3026" 789 "d" 51
"3027" 1996 "f" 52
"3028" 4052 "b" 45
"3029" 8106 "h" 51
"3030" 3447 "h" 53
"3031" 9256 "j" 51
"3032" 7110 "h" 52
"3033" 1960 "c" 48
"3034" 2964 "f" 52
"3035" 8567 "g" 52
"3036" 8546 "d" 49
"3037" 9723 "c" 47
"3038" 3056 "h" 52
"3039" 51 "i" 47
"3040" 6740 "b" 45
"3041" 7979 "i" 47
"3042" 198 "a" 45
"3043" 7244 "i" 48
"3044" 9407 "a" 44
"3045" 7049 "b" 46
"3046" 8846 "c" 47
"3047" 573 "e" 50
"3048" 891 "j" 50
"3049" 1833 "h" 54
"3050" 1481 "d" 49
"3051" 6578 "g" 51
"3052" 2401 "f" 50
"3053" 2817 "f" 51
"3054" 7097 "f" 51
"3055" 1916 "h" 54
"3056" 2818 "j" 50
"3057" 9678 "g" 53
"3058" 2237 "d" 51
"3059" 24 "j" 51
"3060" 6754 "d" 50
"3061" 8803 "j" 51
"3062" 7738 "g" 51
"3063" 5049 "j" 49
"3064" 5984 "a" 42
"3065" 9400 "a" 46
"3066" 8051 "g" 50
"3067" 2247 "j" 50
"3068" 7548 "g" 51
"3069" 8256 "f" 51
"3070" 6275 "f" 52
"3071" 6955 "b" 48
"3072" 2181 "a" 45
"3073" 9040 "b" 43
"3074" 2848 "e" 49
"3075" 9272 "h" 52
"3076" 6595 "j" 49
"3077" 5030 "a" 44
"3078" 3576 "g" 51
"3079" 8462 "a" 46
"3080" 5886 "i" 51
"3081" 5664 "a" 45
"3082" 4993 "a" 45
"3083" 3055 "c" 48
"3084" 3024 "h" 52
"3085" 5782 "b" 45
"3086" 8982 "e" 51
"3087" 4663 "i" 47
"3088" 538 "a" 48
"3089" 5730 "d" 51
"3090" 113 "e" 51
"3091" 779 "e" 48
"3092" 7441 "b" 46
"3093" 4719 "g" 52
"3094" 9192 "d" 50
"3095" 8677 "d" 49
"3096" 2124 "a" 44
"3097" 3746 "a" 44
"3098" 6922 "b" 45
"3099" 1078 "b" 45
"3100" 4710 "b" 46
"3101" 6078 "f" 51
"3102" 7661 "j" 50
"3103" 228 "a" 46
"3104" 9452 "c" 50
"3105" 778 "d" 50
"3106" 6222 "c" 49
"3107" 1517 "a" 46
"3108" 8666 "h" 53
"3109" 7340 "b" 44
"3110" 5435 "h" 53
"3111" 6571 "a" 47
"3112" 8197 "b" 46
"3113" 76 "f" 50
"3114" 6597 "g" 52
"3115" 3430 "f" 50
"3116" 7069 "a" 47
"3117" 2888 "j" 50
"3118" 9465 "g" 52
"3119" 8318 "b" 45
"3120" 7824 "d" 52
"3121" 4255 "e" 50
"3122" 4086 "b" 45
"3123" 8671 "c" 48
"3124" 7659 "f" 51
"3125" 9798 "g" 50
"3126" 2975 "d" 50
"3127" 2472 "e" 49
"3128" 5134 "g" 53
"3129" 6546 "e" 49
"3130" 9092 "b" 45
"3131" 5680 "i" 46
"3132" 189 "g" 50
"3133" 6509 "h" 53
"3134" 6718 "i" 47
"3135" 5586 "e" 50
"3136" 9747 "f" 49
"3137" 2044 "j" 50
"3138" 5856 "d" 51
"3139" 7583 "e" 48
"3140" 7725 "h" 51
"3141" 5952 "f" 50
"3142" 7740 "h" 54
"3143" 9430 "h" 53
"3144" 108 "c" 47
"3145" 6248 "j" 50
"3146" 4387 "e" 50
"3147" 8690 "b" 42
"3148" 4661 "a" 44
"3149" 6441 "d" 49
"3150" 1249 "h" 52
"3151" 3047 "b" 47
"3152" 8114 "f" 53
"3153" 7503 "f" 49
"3154" 6234 "i" 46
"3155" 5300 "j" 50
"3156" 4659 "e" 49
"3157" 4311 "f" 53
"3158" 2738 "f" 50
"3159" 374 "g" 51
"3160" 4406 "g" 53
"3161" 9712 "i" 48
"3162" 609 "c" 48
"3163" 895 "d" 50
"3164" 6013 "e" 50
"3165" 4458 "h" 54
"3166" 7982 "c" 49
"3167" 7327 "j" 51
"3168" 7207 "d" 50
"3169" 7927 "e" 51
"3170" 5129 "j" 52
"3171" 5740 "d" 50
"3172" 5979 "h" 53
"3173" 6888 "a" 46
"3174" 8689 "i" 47
"3175" 3042 "e" 48
"3176" 4957 "j" 50
"3177" 7890 "j" 49
"3178" 7104 "f" 50
"3179" 1117 "a" 44
"3180" 3315 "c" 48
"3181" 5108 "g" 51
"3182" 9239 "c" 48
"3183" 5173 "e" 50
"3184" 1337 "c" 48
"3185" 2573 "g" 52
"3186" 9493 "a" 45
"3187" 3085 "i" 48
"3188" 9731 "d" 51
"3189" 4011 "h" 53
"3190" 9861 "d" 51
"3191" 9443 "g" 53
"3192" 8851 "a" 46
"3193" 7065 "c" 48
"3194" 6462 "d" 51
"3195" 6102 "c" 46
"3196" 774 "g" 52
"3197" 5399 "j" 50
"3198" 30 "h" 54
"3199" 9089 "d" 50
"3200" 3448 "g" 50
"3201" 8357 "e" 51
"3202" 4315 "d" 52
"3203" 6783 "g" 51
"3204" 7969 "i" 48
"3205" 6343 "g" 51
"3206" 7737 "b" 46
"3207" 9393 "c" 49
"3208" 4308 "a" 45
"3209" 1375 "i" 46
"3210" 8805 "j" 49
"3211" 8067 "c" 47
"3212" 8045 "b" 45
"3213" 7153 "j" 50
"3214" 4197 "e" 51
"3215" 8863 "e" 49
"3216" 5130 "c" 49
"3217" 9986 "g" 52
"3218" 4257 "h" 54
"3219" 2660 "f" 51
"3220" 4465 "g" 53
"3221" 4632 "g" 53
"3222" 5263 "i" 47
"3223" 9304 "j" 49
"3224" 6828 "j" 51
"3225" 1564 "h" 53
"3226" 8563 "h" 52
"3227" 6124 "j" 49
"3228" 603 "f" 52
"3229" 4488 "j" 51
"3230" 4346 "b" 46
"3231" 6323 "h" 52
"3232" 6131 "f" 52
"3233" 192 "a" 45
"3234" 2213 "h" 53
"3235" 7313 "a" 45
"3236" 8682 "c" 48
"3237" 9926 "c" 48
"3238" 9777 "b" 46
"3239" 3598 "c" 48
"3240" 7011 "f" 51
"3241" 3626 "j" 50
"3242" 3652 "c" 50
"3243" 4318 "a" 46
"3244" 3779 "g" 50
"3245" 8949 "g" 52
"3246" 1976 "b" 45
"3247" 8230 "i" 49
"3248" 9173 "i" 46
"3249" 8942 "e" 51
"3250" 3001 "e" 51
"3251" 5351 "a" 46
"3252" 378 "d" 50
"3253" 2464 "f" 51
"3254" 6015 "a" 45
"3255" 3503 "d" 50
"3256" 2487 "f" 50
"3257" 9222 "c" 48
"3258" 9227 "a" 45
"3259" 9154 "e" 50
"3260" 3324 "e" 49
"3261" 9568 "h" 54
"3262" 2728 "e" 49
"3263" 354 "f" 50
"3264" 247 "a" 45
"3265" 1557 "b" 45
"3266" 6599 "f" 50
"3267" 312 "i" 48
"3268" 6810 "i" 48
"3269" 6251 "i" 48
"3270" 592 "i" 48
"3271" 8146 "e" 48
"3272" 4537 "f" 50
"3273" 26 "c" 49
"3274" 5713 "g" 49
"3275" 9479 "j" 48
"3276" 2841 "b" 44
"3277" 5781 "g" 52
"3278" 3966 "f" 52
"3279" 430 "a" 45
"3280" 909 "f" 48
"3281" 2763 "e" 49
"3282" 7578 "j" 51
"3283" 8625 "e" 49
"3284" 4184 "j" 50
"3285" 4066 "d" 51
"3286" 3628 "d" 51
"3287" 3924 "i" 49
"3288" 9862 "h" 53
"3289" 7934 "f" 50
"3290" 4676 "f" 52
"3291" 6560 "g" 52
"3292" 7305 "g" 50
"3293" 5751 "h" 53
"3294" 4593 "i" 48
"3295" 2014 "j" 50
"3296" 1081 "b" 47
"3297" 5144 "c" 48
"3298" 9290 "i" 47
"3299" 9385 "f" 51
"3300" 4531 "i" 45
"3301" 5439 "i" 47
"3302" 3254 "d" 51
"3303" 6814 "e" 50
"3304" 2089 "j" 51
"3305" 138 "e" 50
"3306" 2764 "e" 49
"3307" 6561 "f" 51
"3308" 8966 "j" 50
"3309" 4890 "b" 46
"3310" 9664 "g" 53
"3311" 6434 "g" 52
"3312" 4818 "a" 46
"3313" 6091 "b" 44
"3314" 9128 "i" 46
"3315" 4204 "j" 51
"3316" 1393 "c" 47
"3317" 5685 "h" 54
"3318" 345 "c" 48
"3319" 8092 "c" 49
"3320" 9514 "g" 52
"3321" 6831 "e" 49
"3322" 4213 "c" 49
"3323" 7487 "g" 52
"3324" 9333 "e" 49
"3325" 6261 "i" 47
"3326" 1941 "f" 51
"3327" 9868 "g" 51
"3328" 9084 "g" 51
"3329" 170 "d" 52
"3330" 9806 "e" 49
"3331" 2226 "g" 52
"3332" 470 "e" 49
"3333" 4702 "h" 52
"3334" 495 "e" 49
"3335" 2167 "a" 43
"3336" 2393 "g" 52
"3337" 8655 "g" 51
"3338" 5234 "f" 52
"3339" 4027 "i" 46
"3340" 5080 "g" 52
"3341" 1571 "a" 45
"3342" 1905 "h" 53
"3343" 2115 "h" 52
"3344" 7128 "i" 46
"3345" 2999 "f" 53
"3346" 839 "d" 51
"3347" 959 "j" 50
"3348" 8458 "c" 49
"3349" 6488 "i" 47
"3350" 1542 "i" 48
"3351" 7845 "g" 50
"3352" 9486 "f" 51
"3353" 5442 "g" 53
"3354" 266 "j" 50
"3355" 201 "i" 47
"3356" 5861 "c" 50
"3357" 7968 "c" 49
"3358" 5888 "c" 50
"3359" 8862 "e" 50
"3360" 5552 "e" 48
"3361" 3701 "d" 51
"3362" 3103 "d" 51
"3363" 5073 "c" 47
"3364" 5816 "j" 48
"3365" 7368 "g" 50
"3366" 4557 "a" 45
"3367" 7910 "f" 49
"3368" 5514 "b" 44
"3369" 2422 "i" 48
"3370" 9526 "g" 52
"3371" 4178 "a" 46
"3372" 4077 "h" 53
"3373" 245 "c" 48
"3374" 115 "a" 46
"3375" 451 "g" 50
"3376" 7039 "f" 51
"3377" 840 "j" 49
"3378" 7619 "j" 48
"3379" 3860 "g" 51
"3380" 3578 "h" 52
"3381" 3737 "d" 51
"3382" 738 "a" 44
"3383" 3331 "b" 45
"3384" 9287 "f" 49
"3385" 9157 "e" 51
"3386" 1913 "c" 48
"3387" 5767 "j" 51
"3388" 9977 "f" 51
"3389" 2974 "b" 46
"3390" 2835 "j" 50
"3391" 7142 "d" 50
"3392" 1716 "g" 51
"3393" 5243 "j" 48
"3394" 7638 "f" 51
"3395" 229 "i" 50
"3396" 6869 "j" 51
"3397" 3754 "f" 53
"3398" 8556 "c" 47
"3399" 3664 "h" 53
"3400" 1303 "i" 48
"3401" 5231 "j" 50
"3402" 9360 "i" 48
"3403" 9266 "e" 50
"3404" 2448 "f" 50
"3405" 9252 "g" 49
"3406" 8782 "c" 48
"3407" 4945 "g" 52
"3408" 7085 "h" 53
"3409" 9513 "i" 47
"3410" 9698 "j" 49
"3411" 6435 "a" 45
"3412" 6753 "e" 51
"3413" 3752 "c" 48
"3414" 3546 "i" 47
"3415" 6333 "f" 50
"3416" 2978 "i" 46
"3417" 2494 "i" 48
"3418" 425 "a" 44
"3419" 7905 "a" 45
"3420" 431 "c" 49
"3421" 1329 "i" 47
"3422" 6044 "h" 52
"3423" 6295 "b" 45
"3424" 1575 "d" 50
"3425" 2677 "i" 48
"3426" 5235 "a" 47
"3427" 8965 "c" 50
"3428" 9021 "h" 54
"3429" 4122 "c" 48
"3430" 1433 "c" 48
"3431" 3454 "g" 50
"3432" 1576 "i" 48
"3433" 9457 "b" 45
"3434" 8811 "c" 49
"3435" 4168 "f" 51
"3436" 6377 "d" 51
"3437" 8282 "e" 50
"3438" 1476 "h" 53
"3439" 7061 "a" 45
"3440" 7846 "g" 52
"3441" 2188 "b" 46
"3442" 566 "b" 45
"3443" 6369 "f" 50
"3444" 5056 "h" 52
"3445" 7597 "b" 45
"3446" 9446 "e" 50
"3447" 3090 "c" 47
"3448" 9883 "i" 48
"3449" 6469 "e" 53
"3450" 2257 "e" 48
"3451" 7396 "b" 45
"3452" 8087 "g" 53
"3453" 5769 "i" 48
"3454" 7567 "e" 50
"3455" 8875 "a" 42
"3456" 4944 "c" 47
"3457" 5423 "i" 47
"3458" 3165 "f" 52
"3459" 9620 "i" 46
"3460" 7838 "i" 48
"3461" 7240 "b" 46
"3462" 8724 "d" 51
"3463" 185 "i" 48
"3464" 2105 "j" 50
"3465" 838 "a" 46
"3466" 720 "d" 52
"3467" 8767 "b" 46
"3468" 5438 "h" 54
"3469" 2912 "d" 49
"3470" 4937 "e" 50
"3471" 5876 "i" 47
"3472" 2012 "j" 50
"3473" 3636 "c" 47
"3474" 6522 "e" 51
"3475" 1319 "b" 45
"3476" 36 "d" 52
"3477" 8134 "c" 48
"3478" 3241 "c" 49
"3479" 186 "j" 51
"3480" 5691 "c" 48
"3481" 6688 "i" 49
"3482" 9053 "j" 50
"3483" 304 "a" 45
"3484" 5445 "g" 51
"3485" 5447 "b" 44
"3486" 3642 "b" 44
"3487" 6830 "d" 51
"3488" 5113 "b" 45
"3489" 5890 "d" 48
"3490" 7019 "b" 46
"3491" 7033 "f" 51
"3492" 3184 "a" 46
"3493" 8008 "c" 48
"3494" 1238 "a" 45
"3495" 7728 "e" 49
"3496" 5777 "f" 51
"3497" 3693 "e" 50
"3498" 7657 "h" 53
"3499" 1503 "e" 50
"3500" 8432 "i" 48
"3501" 9998 "f" 51
"3502" 3899 "f" 51
"3503" 5163 "d" 48
"3504" 3279 "d" 51
"3505" 3509 "d" 52
"3506" 157 "h" 54
"3507" 5048 "a" 44
"3508" 2175 "h" 52
"3509" 6826 "a" 44
"3510" 4738 "d" 51
"3511" 4834 "e" 52
"3512" 6724 "i" 46
"3513" 1951 "a" 46
"3514" 662 "f" 51
"3515" 8323 "b" 44
"3516" 1671 "f" 50
"3517" 1768 "f" 52
"3518" 48 "j" 50
"3519" 5950 "a" 44
"3520" 5448 "h" 52
"3521" 2444 "e" 50
"3522" 3253 "j" 49
"3523" 2152 "a" 45
"3524" 9178 "f" 51
"3525" 9492 "a" 46
"3526" 7411 "a" 46
"3527" 2510 "g" 53
"3528" 9396 "a" 46
"3529" 6590 "h" 53
"3530" 5409 "d" 50
