"county" "white" "amerind" "hispanic" "stratum" "cars"
"714" 36 4495 87 570 4 "NA"
"715" 36 2666 22 327 4 "1836"
"716" 36 83849 2591 88022 4 "116255"
"717" 36 1626 45 305 4 "NA"
"718" 36 5911 118 1646 4 "5171"
"719" 36 10485 215 2202 4 "9143"
"720" 36 45966 518 18830 4 "41179"
"721" 36 39091 713 21426 4 "38938"
"722" 36 3489 25 337 4 "2400"
"723" 36 35113 445 7561 4 "NA"
"724" 36 14716 227 1922 4 "10491"
"725" 37 11931 154 1343 4 "7973"
"726" 37 8928 70 3779 4 "NA"
"727" 37 2857 13 729 4 "2074"
"728" 37 2100 11 822 4 "1547"
"729" 37 12106 137 2523 4 "9036"
"730" 37 5500 132 1854 4 "4927"
"731" 37 5522 142 1691 4 "NA"
"732" 37 67723 329 9170 4 "48571"
"733" 37 15800 114 2142 4 "11100"
"734" 37 95553 1352 86073 4 "105784"
"735" 37 20341 159 2369 4 "14773"
"736" 37 2523 22 213 4 "1652"
"737" 37 4132 15 170 4 "2643"
"738" 37 70206 941 21313 4 "56703"
"739" 37 50241 267 8584 4 "34859"
"740" 37 90578 1646 51693 4 "81191"
"741" 37 2050 6 80 4 "1320"
"742" 37 20888 263 10853 4 "17081"
"743" 37 2973 22 236 4 "1922"
"744" 37 3305 65 390 4 "2132"
"745" 37 3241 12 203 4 "2017"
"746" 37 16805 298 10818 4 "NA"
"747" 37 5113 23 815 4 "3493"
"748" 37 1476 19 131 4 "963"
"749" 37 44148 364 7402 4 "32185"
"750" 37 16428 288 10813 4 "19775"
"751" 37 3884 6 237 4 "NA"
"752" 37 17571 216 2254 4 "11953"
"753" 37 14859 273 7107 4 "14816"
"754" 37 19070 513 32053 4 "33187"
"755" 37 106866 1370 48691 4 "96712"
"756" 37 1424 10 107 4 "880"
"757" 37 39807 231 4974 4 "29342"
"758" 37 1650 16 442 4 "NA"
"759" 37 12647 208 3921 4 "9528"
"760" 37 16857 112 2177 4 "11990"
"761" 37 3035 5 173 4 "1905"
"762" 37 736207 7543 310752 4 "NA"
"763" 37 8606 45 713 4 "5425"
"764" 37 37051 453 20271 4 "NA"
"765" 37 45929 429 6016 4 "32116"
"766" 37 11293 54 1922 4 "NA"
"767" 37 18153 204 5726 4 "15871"
"768" 37 6275 208 1206 4 "4341"
"769" 37 57750 895 34990 4 "55026"
"770" 37 17475 197 2424 4 "11534"
"772" 39 4008 237 4370 3 "NA"
"773" 39 6467 135 2719 3 "5930"
"774" 39 5082 57 1125 3 "3683"
"775" 39 191 0 69 3 "163"
"776" 39 1816 33 1847 3 "2555"
"777" 39 5364 193 5174 3 "6245"
"778" 39 953 51 2208 3 "2046"
"779" 39 5319 126 4031 3 "6448"
"780" 39 3344 44 801 3 "2680"
"781" 39 971 18 155 3 "674"
"782" 39 2461 33 784 3 "2000"
"783" 39 42421 494 15464 3 "36259"
"784" 39 36534 643 12363 3 "NA"
"785" 39 3050 25 489 3 "2336"
"786" 39 1215 10 89 3 "NA"
"787" 39 8575 62 1843 3 "6443"
"788" 39 2153 28 774 3 "1805"
"789" 39 105446 2727 79217 3 "156747"
"790" 39 329 12 814 3 "869"
"791" 39 37127 518 15765 3 "NA"
"792" 40 14020 71 1770 2 "7363"
"793" 40 23451 247 2783 2 "12651"
"794" 40 12667 99 1292 2 "6549"
"795" 40 5676 62 874 2 "2973"
"796" 40 2761 11 200 2 "1355"
"797" 40 18393 316 6735 2 "NA"
"798" 40 10421 221 2941 2 "NA"
"799" 40 2035 29 159 2 "NA"
"800" 40 9257 98 1183 2 "4800"
"801" 40 9582 167 4362 2 "5876"
"802" 40 4990 94 3240 2 "NA"
"803" 40 7811 61 589 2 "3919"
"804" 40 37155 287 5147 2 "20901"
"805" 40 903 39 466 2 "667"
"806" 40 702 6 470 2 "495"
"807" 40 4235 33 554 2 "NA"
"808" 41 6141 12 200 3 "4993"
"809" 41 18889 72 2090 3 "17195"
"810" 41 2624 24 550 3 "2374"
"811" 41 1978 18 729 3 "2741"
"812" 41 21648 65 2995 3 "19225"
"813" 41 576 0 523 3 "805"
"814" 41 26836 456 23072 3 "68004"
"815" 41 7962 246 17346 3 "NA"
"816" 41 4820 60 900 3 "3857"
"817" 41 3488 7 202 3 "NA"
"818" 41 17087 34 1531 3 "19824"
"819" 41 9150 52 2751 3 "7973"
"820" 41 2970 16 250 3 "2855"
"821" 41 7772 7 304 3 "7231"
"822" 41 22274 136 4803 3 "NA"
"823" 41 13061 47 2376 3 "NA"
"824" 41 2632 4 267 3 "2016"
"825" 41 1768 12 141 3 "NA"
"826" 41 7813 130 10741 3 "10438"
"827" 41 26684 190 5609 3 "26029"
"828" 41 4146 11 149 3 "3033"
"829" 41 52008 384 23557 3 "NA"
"830" 41 23156 189 9686 3 "NA"
"831" 41 23434 53 2133 3 "18528"
"832" 41 61251 447 18973 3 "61220"
"833" 41 26671 362 19282 3 "40047"
"834" 41 3174 7 162 3 "NA"
"835" 41 4828 8 232 3 "NA"
"836" 42 3120 44 985 3 "NA"
"837" 42 10418 140 6175 3 "7720"
"838" 42 43397 451 12326 3 "NA"
"839" 42 2577 105 4781 3 "NA"
"840" 42 12748 118 3671 3 "10269"
"841" 42 27050 651 15337 3 "22964"
"842" 42 1055 25 476 3 "763"
"843" 42 2444 4 173 3 "1427"
"844" 42 2489 46 640 3 "1729"
"845" 42 9403 31 519 3 "5524"
"846" 42 24990 265 4165 3 "16057"
"847" 42 68355 990 32330 3 "51308"
"848" 42 44962 1360 46196 3 "44452"
"849" 42 4210 56 422 3 "2533"
"850" 42 4705 35 1059 3 "2925"
"851" 42 1418 4 115 3 "834"
"852" 42 1493 6 276 3 "NA"
"853" 42 4445 33 683 3 "NA"
"854" 42 4905 59 515 3 "3244"
"855" 43 5950 230 9029 4 "6252"
"856" 43 773 14 1123 4 "NA"
"857" 43 3328 44 2259 4 "2392"
"858" 43 2765 34 379 4 "1476"
"859" 43 27758 248 5083 4 "17555"
"860" 43 25342 101 2010 4 "NA"
"861" 43 5504 81 2333 4 "3772"
"862" 43 685 10 150 4 "405"
"863" 43 24426 661 22298 4 "18899"
"864" 43 2254 12 123 4 "1080"
"865" 43 22250 48 822 4 "12908"
"866" 43 5922 7 170 4 "NA"
"867" 43 24784 87 1491 4 "NA"
"868" 43 2752 5 136 4 "1581"
"869" 43 19353 388 10417 4 "27958"
"870" 43 2912 2 125 4 "1542"
"871" 43 24296 362 9229 4 "15617"
"872" 43 45090 273 12911 4 "32977"
"873" 43 44391 122 2722 4 "27835"
"874" 43 425017 6865 269989 4 "411426"
"875" 43 2769 69 1667 4 "1846"
"876" 43 56903 542 16364 4 "47046"
"877" 43 20111 46 936 4 "13363"
"878" 43 727 52 1133 4 "754"
"879" 43 8042 96 1193 4 "6087"
"880" 43 70193 608 20390 4 "60007"
"881" 43 372 10 481 4 "346"
"882" 44 1635 22 1040 2 "NA"
"883" 44 8492 61 655 2 "3853"
"884" 44 1995 9 359 2 "NA"
"885" 44 2155 16 152 2 "1006"
"886" 44 3683 45 232 2 "1685"
"887" 44 8412 57 1267 2 "NA"
"888" 44 1984 23 465 2 "NA"
"889" 44 3098 41 519 2 "1468"
"890" 44 952 6 75 2 "NA"
"891" 44 2665 112 4165 2 "2431"
"892" 44 3802 94 4551 2 "3105"
"893" 44 12905 169 3655 2 "6589"
"894" 44 5481 50 808 2 "2682"
"895" 44 8438 49 594 2 "3701"
"896" 44 42984 469 9491 2 "23418"
"897" 44 10090 46 729 2 "4687"
"898" 44 4214 32 711 2 "2175"
"899" 44 4362 35 1247 2 "2283"
"900" 44 19036 768 33254 2 "18355"
"901" 45 7805 373 659 2 "3366"
"902" 45 124 13 5 2 "53"
"903" 45 2830 221 192 2 "1286"
"904" 45 2555 95 278 2 "1093"
"905" 45 523 62 80 2 "265"
"906" 45 236 10 7 2 "98"
"907" 45 509 20 14 2 "207"
"908" 45 262 19 91 2 "142"
"909" 45 582 1 17 2 "239"
"910" 45 81 12 2 2 "37"
"911" 45 1161 14 32 2 "480"
"912" 45 71727 1802 4393 2 "32490"
"913" 45 104 13 1 2 "45"
"914" 45 7911 399 557 2 "3449"
"915" 45 2063 53 76 2 "869"
"917" 47 142 4 15 1 "NA"
"918" 47 732 49 145 1 "316"
"919" 47 1743 38 191 1 "646"
"920" 47 59 1 5 1 "22"
"921" 47 691 47 27 1 "268"
"922" 47 585 21 53 1 "223"
"923" 47 121 5 3 1 "46"
"924" 47 178 8 1 1 "66"
"925" 47 304 26 14 1 "117"
"926" 47 246 14 28 1 "101"
"927" 47 50 12 89 1 "49"
"928" 47 1209 25 77 1 "453"
"929" 47 1296 74 79 1 "NA"
"930" 47 68 2 26 1 "33"
"931" 47 3323 16 211 1 "1217"
"932" 47 56 1 7 1 "22"
"933" 47 732 13 462 1 "317"
"934" 47 2182 58 380 1 "NA"
"935" 47 6310 440 392 1 "2546"
"936" 48 21195 162 2424 3 "NA"
"937" 48 11354 160 5414 3 "9883"
"938" 48 180 0 54 3 "126"
"939" 48 54063 744 18050 3 "NA"
"940" 48 1583 9 83 3 "1126"
"941" 48 4038 42 522 3 "NA"
"942" 48 11606 189 4652 3 "16277"
"943" 48 63909 856 15847 3 "NA"
"944" 48 41996 767 18591 3 "NA"
"945" 49 1217 22 216 3 "856"
"946" 49 4998 48 2777 3 "3877"
"947" 49 5323 106 1823 3 "3889"
"948" 49 5407 58 810 3 "3679"
"949" 49 3275 39 922 3 "2303"
"950" 49 1318 12 214 3 "NA"
"951" 49 2068 28 749 3 "1467"
"952" 49 2116 28 237 3 "1376"
"953" 49 887 12 84 3 "559"
"954" 49 1531 27 350 3 "1050"
"955" 49 2134 26 355 3 "1446"
"956" 49 8566 193 3090 3 "6004"
"957" 49 6514 83 798 3 "4408"
"958" 49 1013 6 81 3 "NA"
"959" 49 1180 10 59 3 "739"
"960" 49 45906 294 7985 3 "31047"
"961" 49 33907 329 5731 3 "24979"
"962" 49 3672 169 2753 3 "NA"
"963" 49 114527 2099 28318 3 "NA"
"964" 49 6985 61 720 3 "4472"
"965" 49 8562 31 625 3 "NA"
"966" 49 1502 6 41 3 "884"
"967" 49 17968 336 5364 3 "13002"
"968" 50 2082 99 3926 3 "2445"
"969" 50 2449 76 2540 3 "2219"
"970" 50 22324 485 13115 3 "16715"
"971" 50 996 6 73 3 "NA"
"972" 50 2709 50 915 3 "1653"
"973" 50 2503 51 187 3 "1281"
"974" 50 2573 57 1674 3 "1839"
"975" 50 449 13 777 3 "516"
"976" 50 386 7 84 3 "230"
"977" 50 2738 57 1545 3 "NA"
"978" 50 2836 91 1882 3 "NA"
"979" 50 131414 2335 48310 3 "NA"
"980" 50 4310 94 3648 3 "3469"
"981" 50 12995 169 3109 3 "7593"
"982" 50 6459 171 6611 3 "5351"
"983" 50 10579 227 7266 3 "7553"
"984" 50 726 23 553 3 "513"
"985" 50 8628 161 3902 3 "NA"
"986" 50 2592 110 3522 3 "2442"
"987" 50 40370 523 16422 3 "NA"
"988" 50 5002 106 2454 3 "3320"
"989" 50 3369 154 3126 3 "2915"
"990" 50 294 18 627 3 "359"
"991" 51 3094 118 3028 2 "3167"
"992" 51 8090 115 1501 2 "6514"
"993" 51 2448 73 358 2 "1559"
"994" 51 3479 55 487 2 "2424"
"995" 51 24611 643 9029 2 "19507"
"996" 52 5021 147 1943 1 "3022"
"997" 52 862 60 569 1 "672"
"998" 52 1680 33 465 1 "NA"
"999" 52 336 5 31 1 "174"
"1000" 52 138 4 11 1 "66"
"1001" 52 1158 51 203 1 "663"
"1002" 52 11397 294 1799 1 "5958"
"1003" 52 342 15 85 1 "204"
"1004" 53 1961 193 114 2 "1746"
"1005" 53 1173 34 74 2 "961"
"1006" 53 3251 104 154 2 "2586"
"1007" 53 359 19 412 2 "NA"
"1008" 53 1547 53 4322 2 "3236"
"1009" 53 8816 215 12647 2 "12657"
"1010" 53 173 2 366 2 "379"
"1011" 53 1272 87 5760 2 "NA"
"1012" 53 209 2 369 2 "316"
"1013" 53 3082 188 4249 2 "5131"
"1014" 53 6393 135 3507 2 "6809"
"1015" 53 3701 154 6292 2 "6417"
"1016" 53 1508 49 1751 2 "1772"
"1017" 53 2121 70 3407 2 "NA"
"1018" 53 260 14 36 2 "218"
"1019" 53 4616 155 8029 2 "NA"
"1020" 53 843 21 1660 2 "1376"
"1021" 53 2153 67 6000 2 "5406"
"1022" 53 850 45 1763 2 "1919"
"1023" 53 442 24 893 2 "1111"
"1024" 53 21690 684 19589 2 "29358"
"1025" 53 439 22 2493 2 "2074"
"1026" 53 1044 6 62 2 "NA"
"1027" 53 1175 28 1771 2 "1941"
"1028" 53 1000 57 2910 2 "2567"
"1029" 53 2020 29 148 2 "NA"
"1030" 53 519 10 1212 2 "1315"
"1031" 53 390 17 552 2 "546"
"1032" 53 24804 616 20058 2 "32486"
"1033" 53 63654 1235 32619 2 "NA"
"1034" 53 3130 72 5575 2 "NA"
"1035" 53 457 25 1385 2 "1261"
"1036" 54 134 5 17 1 "NA"
"1037" 54 2167 34 166 1 "1044"
"1038" 54 1953 10 127 1 "834"
"1039" 54 3138 54 167 1 "NA"
"1040" 54 2760 67 286 1 "1303"
"1041" 54 1374 14 94 1 "NA"
"1042" 54 2890 24 229 1 "1256"
"1043" 54 4839 58 256 1 "NA"
"1044" 54 4041 66 372 1 "1801"
"1045" 54 1594 38 138 1 "755"
"1046" 54 1660 80 130 1 "785"
"1047" 54 2411 26 143 1 "NA"
"1048" 55 46036 299 8869 3 "28029"
"1049" 55 2717 9 502 3 "1533"
"1050" 55 2840 14 292 3 "1580"
"1051" 55 2948 156 4791 3 "3062"
"1052" 55 7304 192 9090 3 "6814"
"1053" 55 3117 41 866 3 "1824"
"1054" 55 6414 56 951 3 "3518"
"1055" 55 23378 149 8735 3 "NA"
"1056" 55 2144 6 101 3 "NA"
"1057" 55 3593 70 819 3 "2036"
"1058" 55 6919 39 1245 3 "NA"
"1059" 55 71688 2143 112807 3 "85203"
"1060" 55 640 36 812 3 "580"
"1061" 55 12510 369 8960 3 "10564"
"1062" 55 79511 1173 24573 3 "50319"
"1063" 55 15795 404 20360 3 "13923"
"1064" 55 90561 780 18729 3 "56185"
"1065" 55 99563 627 15328 3 "55873"
"1066" 56 42256 407 5793 2 "31431"
"1067" 56 1158 28 782 2 "960"
"1068" 56 20548 555 9470 2 "16432"
"1069" 56 4276 54 2720 2 "3259"
"1070" 56 32851 718 19084 2 "26150"
"1071" 57 3659 58 573 1 "2834"
"1072" 57 990 19 30 1 "581"
"1073" 57 7393 391 2984 1 "7466"
"1074" 57 1863 48 124 1 "1193"
"1075" 57 8704 282 2152 1 "6890"
"1076" 57 7443 406 2760 1 "NA"
"1077" 57 1698 33 483 1 "1278"
